OpenROAD 24edcba7f2afd3c5d69fe2527e37051125f7abb3 
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 340, max_transition is 0.0.
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _23338_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   31.47
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  112.98
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:   23.36
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   91.27
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   23.36
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   91.27
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.26
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.39
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 


Net: _09776_
  Pin: _21539_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    5.23
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   13.97
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21632_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  108.87
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  420.63
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.75
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    3.47
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.75
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    3.47
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21651_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  109.47
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  422.94
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.35
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.78
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.35
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    5.78
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21642_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  113.06
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  437.96
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    4.94
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   20.80
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    4.94
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   20.80
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.26
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.39
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21669_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  116.06
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  450.67
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21660_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  116.06
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  450.67
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    3.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   12.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    3.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   12.71
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.26
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.39
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21614_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  108.12
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  417.17
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21623_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  110.36
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  426.41
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    2.25
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    9.24
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    2.25
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    9.24
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21604_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  108.12
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  417.17
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:  102.89
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:  403.20
      Required ratio:  400.00 (Side area) (VIOLATED)
      Cumulative area ratio:  102.89
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  403.20
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.52
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.65
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21526_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    7.93
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   25.52
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.35
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.78
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.35
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    5.78
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21549_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   12.27
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   44.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    5.69
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   24.26
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    5.69
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   24.26
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.26
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.39
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21577_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   24.10
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   91.37
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:   11.83
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   47.37
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   11.83
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   47.37
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21586_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   18.11
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   68.27
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    5.84
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   24.26
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    5.84
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   24.26
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21568_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   13.32
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   48.63
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.05
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    4.62
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.05
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    4.62
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21595_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   19.61
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   72.89
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    7.34
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   28.88
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    7.34
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   28.88
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21558_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    3.50
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    6.58
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   19.74
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.35
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.78
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.35
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    5.78
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.26
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.39
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 


Net: _13030_
  Pin: _27887_/A1 (gf180mcu_fd_sc_mcu7t5v0__nand2_2)
    Layer: Metal4
      Partial area ratio:    0.96
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    3.82
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    6.06
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   21.27
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal3
      Partial area ratio:    4.45
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   17.45
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    4.45
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   17.45
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via3_HV
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.03
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.06
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.03
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.03
      Required ratio:    0.00 (Cumulative area) 

  Pin: _26273_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal4
      Partial area ratio:    0.96
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    3.82
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  252.71
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  980.17
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal3
      Partial area ratio:  245.01
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:  951.97
      Required ratio:  400.00 (Side area) (VIOLATED)
      Cumulative area ratio:  246.66
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  958.90
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.65
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    6.93
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.65
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    6.93
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via3_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.39
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 


Net: gpio_control_in_1a\[3\].resetn_out
  Pin: _34087_/RN (gf180mcu_fd_sc_mcu7t5v0__dffrnq_1)
    Layer: Metal3
      Partial area ratio:    1.44
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.69
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    6.86
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   23.92
      Required ratio:    0.00 (Cumulative side area) 

